emoji,unicode_name,group,graha,element,layer,nakshatra,varna,rasa,dosha,vastu_zone,confidence,method,attestation,attestation_status
🧔,person beard,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧔‍♂️,man beard,People & Body,surya,ether,S5,,universal,,,,0.5,sense_sun,SYNTHESIS,inferred_coherent
🧔‍♀️,woman beard,People & Body,surya,ether,S5,,universal,,,,0.5,sense_sun,SYNTHESIS,inferred_coherent
👨‍🦰,man red hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👨‍🦱,man curly hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👨‍🦳,man white hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👨‍🦲,man bald,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👩,woman,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👩‍🦰,woman red hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧑‍🦰,person red hair,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🦱,woman curly hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧑‍🦱,person curly hair,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🦳,woman white hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧑‍🦳,person white hair,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🦲,woman bald,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧑‍🦲,person bald,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👱‍♀️,woman blond hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👱‍♂️,man blond hair,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧓,older person,People & Body,shani,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👴,old man,People & Body,shani,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👵,old woman,People & Body,shani,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🙍,person frowning,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🙍‍♂️,man frowning,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙍‍♀️,woman frowning,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙎,person pouting,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🙎‍♂️,man pouting,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙎‍♀️,woman pouting,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙅,person gesturing NO,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🙅‍♂️,man gesturing NO,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙅‍♀️,woman gesturing NO,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙆,person gesturing OK,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🙆‍♂️,man gesturing OK,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙆‍♀️,woman gesturing OK,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💁,person tipping hand,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
💁‍♂️,man tipping hand,People & Body,budha,ether,S5,,universal,,,,0.5,body_mercury,SYNTHESIS,inferred_coherent
💁‍♀️,woman tipping hand,People & Body,budha,ether,S5,,universal,,,,0.5,body_mercury,SYNTHESIS,inferred_coherent
🙋,person raising hand,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🙋‍♂️,man raising hand,People & Body,budha,ether,S5,,universal,,,,0.5,body_mercury,SYNTHESIS,inferred_coherent
🙋‍♀️,woman raising hand,People & Body,budha,ether,S5,,universal,,,,0.5,body_mercury,SYNTHESIS,inferred_coherent
🧏,deaf person,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧏‍♂️,deaf man,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧏‍♀️,deaf woman,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙇,person bowing,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🙇‍♂️,man bowing,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🙇‍♀️,woman bowing,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🤦,person facepalming,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🤦‍♂️,man facepalming,People & Body,budha,ether,S5,,universal,,,,0.5,body_mercury,SYNTHESIS,inferred_coherent
🤦‍♀️,woman facepalming,People & Body,budha,ether,S5,,universal,,,,0.5,body_mercury,SYNTHESIS,inferred_coherent
🤷,person shrugging,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🤷‍♂️,man shrugging,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🤷‍♀️,woman shrugging,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧑‍⚕️,health worker,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👨‍⚕️,man health worker,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👩‍⚕️,woman health worker,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧑‍🎓,student,People & Body,budha,ether,S6,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🎓,man student,People & Body,budha,ether,S6,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🎓,woman student,People & Body,budha,ether,S6,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🏫,teacher,People & Body,guru,ether,S1,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🏫,man teacher,People & Body,guru,ether,S1,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🏫,woman teacher,People & Body,guru,ether,S1,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍⚖️,judge,People & Body,guru,ether,S3,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍⚖️,man judge,People & Body,guru,ether,S3,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍⚖️,woman judge,People & Body,guru,ether,S3,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🌾,farmer,People & Body,chandra,ether,S5,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🌾,man farmer,People & Body,chandra,ether,S5,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🌾,woman farmer,People & Body,chandra,ether,S5,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🍳,cook,People & Body,mangala,ether,S5,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🍳,man cook,People & Body,mangala,ether,S5,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🍳,woman cook,People & Body,mangala,ether,S5,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🔧,mechanic,People & Body,mangala,ether,S4,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🔧,man mechanic,People & Body,mangala,ether,S4,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🔧,woman mechanic,People & Body,mangala,ether,S4,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🏭,factory worker,People & Body,shani,ether,S6,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🏭,man factory worker,People & Body,shani,ether,S6,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🏭,woman factory worker,People & Body,shani,ether,S6,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍💼,office worker,People & Body,budha,ether,S6,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍💼,man office worker,People & Body,budha,ether,S6,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍💼,woman office worker,People & Body,budha,ether,S6,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🔬,scientist,People & Body,budha,ether,S4,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🔬,man scientist,People & Body,budha,ether,S4,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🔬,woman scientist,People & Body,budha,ether,S4,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍💻,technologist,People & Body,budha,ether,S4,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍💻,man technologist,People & Body,budha,ether,S4,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍💻,woman technologist,People & Body,budha,ether,S4,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🎤,singer,People & Body,shukra,ether,S2,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🎤,man singer,People & Body,shukra,ether,S2,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🎤,woman singer,People & Body,shukra,ether,S2,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🎨,artist,People & Body,shukra,ether,S2,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🎨,man artist,People & Body,shukra,ether,S2,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🎨,woman artist,People & Body,shukra,ether,S2,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍✈️,pilot,People & Body,surya,ether,S4,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍✈️,man pilot,People & Body,surya,ether,S4,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍✈️,woman pilot,People & Body,surya,ether,S4,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🚀,astronaut,People & Body,ketu,ether,S0,,sannyasa,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🚀,man astronaut,People & Body,ketu,ether,S0,,sannyasa,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🚀,woman astronaut,People & Body,ketu,ether,S0,,sannyasa,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🚒,firefighter,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🚒,man firefighter,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👩‍🚒,woman firefighter,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👮,police officer,People & Body,budha,ether,S6,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👮‍♂️,man police officer,People & Body,budha,ether,S6,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👮‍♀️,woman police officer,People & Body,budha,ether,S6,,vaishya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🕵️,detective,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🕵️‍♂️,man detective,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🕵️‍♀️,woman detective,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
💂,guard,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
💂‍♂️,man guard,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
💂‍♀️,woman guard,People & Body,mangala,ether,S6,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🥷,ninja,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👷,construction worker,People & Body,mangala,ether,S4,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👷‍♂️,man construction worker,People & Body,mangala,ether,S4,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👷‍♀️,woman construction worker,People & Body,mangala,ether,S4,,shudra,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🫅,person with crown,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🤴,prince,People & Body,surya,ether,S1,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👸,princess,People & Body,surya,ether,S1,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👳,person wearing turban,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👳‍♂️,man wearing turban,People & Body,surya,ether,S5,,universal,,,,0.5,sense_sun,SYNTHESIS,inferred_coherent
👳‍♀️,woman wearing turban,People & Body,surya,ether,S5,,universal,,,,0.5,sense_sun,SYNTHESIS,inferred_coherent
👲,person with skullcap,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧕,woman with headscarf,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🤵,person in tuxedo,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🤵‍♂️,man in tuxedo,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🤵‍♀️,woman in tuxedo,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👰,person with veil,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👰‍♂️,man with veil,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👰‍♀️,woman with veil,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🤰,pregnant woman,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🫃,pregnant man,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🫄,pregnant person,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🤱,breast-feeding,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
👩‍🍼,woman feeding baby,People & Body,chandra,ether,S5,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👨‍🍼,man feeding baby,People & Body,chandra,ether,S5,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧑‍🍼,person feeding baby,People & Body,chandra,ether,S5,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
👼,baby angel,People & Body,chandra,ether,S5,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🎅,Santa Claus,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🤶,Mrs. Claus,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧑‍🎄,Mx Claus,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🦸,superhero,People & Body,surya,ether,S1,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🦸‍♂️,man superhero,People & Body,surya,ether,S1,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🦸‍♀️,woman superhero,People & Body,surya,ether,S1,,kshatriya,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🦹,supervillain,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🦹‍♂️,man supervillain,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🦹‍♀️,woman supervillain,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧙,mage,People & Body,rahu,ether,S1,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧙‍♂️,man mage,People & Body,rahu,ether,S1,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧙‍♀️,woman mage,People & Body,rahu,ether,S1,,brahmana,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧚,fairy,People & Body,shukra,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧚‍♂️,man fairy,People & Body,shukra,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧚‍♀️,woman fairy,People & Body,shukra,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧛,vampire,People & Body,rahu,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧛‍♂️,man vampire,People & Body,rahu,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧛‍♀️,woman vampire,People & Body,rahu,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧜,merperson,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧜‍♂️,merman,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧜‍♀️,mermaid,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧝,elf,People & Body,chandra,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧝‍♂️,man elf,People & Body,chandra,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧝‍♀️,woman elf,People & Body,chandra,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧞,genie,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧞‍♂️,man genie,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧞‍♀️,woman genie,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
🧟,zombie,People & Body,shani,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧟‍♂️,man zombie,People & Body,shani,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧟‍♀️,woman zombie,People & Body,shani,ether,S1,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
🧌,troll,People & Body,,ether,S6,,universal,,,,0.3,group_default,SYNTHESIS,inferred_coherent
💆,person getting massage,People & Body,surya,ether,S6,,universal,,,,0.7,profession_map,SYNTHESIS,inferred_coherent
