latin_name,common_name,family,habit,mature_height_m,canopy_spread_m,hardiness_zone_min,hardiness_zone_max,layer,succession_role,root_architecture,water_relationship,nitrogen_fixer,guild_function_primary,allelopathic,fodder_cattle,fodder_sheep,fodder_goat,fodder_pig,fodder_chicken,fodder_duck,edibility_rating,medicinal_rating,other_uses_rating,soil,shade,moisture,range,found_in,known_hazards,summary,attestation,source
Aesculus spp,Horse chestnut,Sapindaceae,Tree,30.0,,4,9,canopy,mid_successional,fibrous_shallow,drought_tolerant,no,canopy,no,no,no,no,no,no,no,4,4,4,LMH,SN,DM,N. Temperate.,"Native to the temperate Northern Hemisphere, with six species native to North America and seven to 13 species native to Eurasia.","The seed is rich in saponins[10, 21, 65]. Although poisonous, saponins are poorly absorbed by the human body and so most pass through without harm. Saponins are quite bitter and can be found in many common foods such as some beans. They can be removed by carefully leaching the seed or flour in runni","Aesculus spp comprises 13–19 species of flowering plants in the soapberry and lychee family. They are trees and shrubs native to the temperate Northern Hemisphere, with six species native to North America and seven to 13 species native to Eurasia. Also, several hybrids occur. They have good edible, ",OBSERVED:PFAF,pfaf.org database
Agalinis tenuifolia,Slenderleaf False Foxglove,Scrophulariaceae,Perennial,0.6,,7,10,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,1,0,LM,SN,DM,N. America.,,The plant is said to be poisonous to cattle and sheep[274].,,OBSERVED:PFAF,pfaf.org database
Agastache cana,"Hoary Balm Of Gilead, Mosquito plant",Lamiaceae or Labiatae,Perennial,0.8,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,0,0,LM,N,DM,South-western N. America - Texas to New Mexico.,,None known,,OBSERVED:PFAF,pfaf.org database
Agastache foeniculum,"Anise Hyssop, Blue giant hyssop",Lamiaceae or Labiatae,Perennial,0.9,,4,9,groundcover,pioneer,fibrous_shallow,drought_tolerant,no,pollinator_attractor,no,no,no,no,no,no,no,5,1,3,LM,N,DM,"Western N. America - Ontario to Washington, south to Colorado.","Australia, Britain, Canada, Europe, Finland, Moldavia, North America, Scandinavia, Tasmania, USA. Native to Canada and USA.[1-4].",None known,,OBSERVED:PFAF,pfaf.org database
Agastache mexicana,Mexican Giant Hyssop,Lamiaceae or Labiatae,Perennial,0.8,,6,10,groundcover,mid_successional,fibrous_shallow,mesic,no,pollinator_attractor,no,no,no,no,no,no,no,3,0,2,LM,N,DM,Southern N. America - Mexico.,"Australia, Central America, Mexico, North America, USA[1-4]. UK (RHS).",None known,,OBSERVED:PFAF,pfaf.org database
Agastache neomexicana,"New Mexico Giant Hyssop, Bill Williams Mountain giant hyssop",Lamiaceae or Labiatae,Perennial,1.2,,7,10,groundcover,mid_successional,fibrous_shallow,mesic,no,pollinator_attractor,no,no,no,no,no,no,no,3,1,2,LM,N,DM,South-western N. America.,"North America, USA [1-4]. UK (RHS).",None known,Agastache neomexicana (Briq.) Standl. is a synonym of Agastache pallidiflora subsp. neomexicana (Briq.) Lint & Epling,OBSERVED:PFAF,pfaf.org database
Agastache rugosa,Korean Mint,Lamiaceae or Labiatae,Perennial,1.0,,7,10,groundcover,mid_successional,fibrous_shallow,mesic,no,pollinator_attractor,no,no,no,no,no,no,no,4,3,2,LM,N,DM,"E. Asia - China, Japan, Korea, Siberia","Asia, Australia, China, Indochina, Japan, Korea, Laos, North America, Russia, SE Asia, Siberia, Taiwan, Tasmania, UK, USA, Vietnam[1-4].",None known,,OBSERVED:PFAF,pfaf.org database
Agastache urticifolia,"Giant Hyssop, Nettleleaf giant hyssop",Lamiaceae or Labiatae,Perennial,1.2,,7,10,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,3,1,0,LM,N,DM,"Western N. America - Montana to British Columbia, south to California and Colorado.",,None known,,OBSERVED:PFAF,pfaf.org database
Agave americana,"Agave, American century plant",Agavaceae,Perennial,7.5,,8,11,groundcover,early_successional,fibrous_shallow,mesic,no,pest_confuser,no,no,no,no,no,no,no,3,3,0,LM,N,DM,South-western N. America. Naturalized in the Mediterranean[11].,,"Contact with the fresh sap can cause dermatitis in sensitive people[218, 238]. The plants have a very sharp and tough spine at the tip of each leaf. They need to be carefully sited in the garden.","Bloom Color: White, Yellow. Form: Rounded.",OBSERVED:PFAF,pfaf.org database
Agave cantala agave,Agave,Asparagaceae,Perennial,2.0,,9,12,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,windbreak,no,no,no,no,no,no,no,2,0,4,LMH,N,DM,C. America to southern N. America - Mexico.,Coming Soon,Agave cantala is a species in the genus Agave which contains approximately 257 to 341 species and belongs to the family of the Agavaceae (Century-plant Family). The type species of the genus is Agave americana.,"Agave: Agave cantala. 
 
Commonly grown in Southeast Asia from the Philippines to India, Agave (Agave cantala) is, a succulent, evergreen, perennial plant that forms a rosette of leaves that grows up to 2 m long. It forms a flowering stem of up to 8 m in height towards the end of its life. The sho",OBSERVED:PFAF,pfaf.org database
Agave fourcroydes,Henequen,Asparagaceae,Perennial,1.8,,10,12,groundcover,mid_successional,fibrous_shallow,mesic,no,windbreak,no,no,no,no,no,no,no,0,1,3,LMH,N,DM,C. America - Guatemala to southern Mexico.,"Africa, Australia, Central America, Costa Rica, Cuba, Guatemala, Hispaniola, Italy, Lesser Antilles, Mexico, North America",None known,,OBSERVED:PFAF,pfaf.org database
Agave lechuguilla,"Ixtle, Chihuahua",Asparagaceae,Perennial,0.6,,10,12,groundcover,early_successional,fibrous_shallow,drought_tolerant,no,pollinator_attractor,no,no,no,no,no,no,no,1,2,4,LMH,N,DM,"Mesoamerica. Mexico; United States (Texas, New Mexico). Found only in the Chihuahuan Desert, where it is an indicator species.","Mexico; United States (Texas, New Mexico).",Sharp Leaves,"Lechuguilla is a long-lived, drought-tolerant perennial. Lechuguilla provides important habitat and food to a diversity of Chihuahuan Desert mammals, reptiles, and birds but is poisonous to domestic livestock.",OBSERVED:PFAF,pfaf.org database
Agave murpheyi,"Hohokam Agave, Murphey agave",Asparagaceae,Perennial,1.0,,8,12,groundcover,early_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,2,0,4,LMH,N,DM,"Southern-central Arizona (U.S.A., Northern America) from the Bradshaw and New River Mountains, east to the Sierra Ancha Mountains and northern Sonora desert (Mexico).","North America, USA. Southern-central Arizona (U.S.A., Northern America) from the Bradshaw and New River Mountains, east to the Sierra Ancha Mountains and northern Sonora desert (Mexico).",Sharp Leaves,,OBSERVED:PFAF,pfaf.org database
Agave parryi,"Century Plant, Parry's agave, Mescal",Agavaceae,Perennial,0.5,,9,11,groundcover,early_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,1,0,LM,N,DM,South-western N. America - Arizona to New Mexico.,,The plants have a very sharp and tough spine at the tip of each leaf. They need to be carefully sited in the garden.,Bloom Color: White. Form: Rounded.,OBSERVED:PFAF,pfaf.org database
Agave salmiana,"Pulque Agave, Giant Agave",Asparagaceae,Perennial,2.0,,9,11,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,0,2,LMH,N,DM,C. America to southern N. America - southern and central Mexico.,"Asia, Australia, Central America, Indonesia, Mexico, North America, SE Asia",None known,,OBSERVED:PFAF,pfaf.org database
Agave sisalana,Sisal,Asparagaceae,Perennial,2.0,,9,11,groundcover,early_successional,fibrous_shallow,mesic,no,windbreak,no,no,no,no,no,no,no,2,2,4,LMH,SN,DM,C. America - southern Mexico.,"Found In:Africa, Angola, Asia, Australia, Belize, Botswana, Burma, Central Africa, China, East Africa, East Timor, El Salvador, Fiji, Guatemala, Haiti, Hawaii, Honduras, India, Indochina, Indonesia, K","Sisal plants, Agave sisalana, consist of a rosette of sword-shaped leaves about 1.5-2 metres (4.9-6.6 ft) tall. Young leaves may have a few minute teeth along their margins, but lose them as they mature.[4] The sisal plant has a 7-10 year life-span and typically produces 200-250 commercially usable ","Sisal or Agave sisalana belongs in the Asparagaceae family and is native to southern Mexico but largely cultivated in many other countries of the tropics, subtropics, and warm temperate areas for its high quality fibre. The sisal fibre is used for rope, twine, paper, cloth, bags, dartboards, footwea",OBSERVED:PFAF,pfaf.org database
Agave tequilana,"Blue Agave, Mescal, Tequila.",Asparagaceae,Perennial,2.0,,10,12,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,4,0,3,LMH,N,D,C. America to southern N. America - Mexico.,"Australia, Central America, Mexico, North America","Many Agave species have strong, sharp spines on the leaves and leaf tips.
In theory, at least, the flowers, nectar, immature flowering stem and the centre of the rosette of all Agave species are edible and, with proper preparation, can provide a sweet, tasty foodstuff. Some species, however, contai",A fleshy succulent to 2m that is grown commercially in Mexico as the base ingredient for tequila.,OBSERVED:PFAF,pfaf.org database
Agave utahensis discreta,Century Plant,Agavaceae,Perennial,4.0,,8,11,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,1,0,LM,N,DM,South-western N. America - found in the Grand Canyon.,,The plants have a very sharp and tough spine at the tip of each leaf. They need to be carefully sited in the garden.,,OBSERVED:PFAF,pfaf.org database
Agave utahensis eborispina,Century Plant,Agavaceae,Perennial,4.0,,8,11,groundcover,early_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,3,1,0,LM,N,DM,South-western N. America,,The plants have a very sharp and tough spine at the tip of each leaf. They need to be carefully sited in the garden.,,OBSERVED:PFAF,pfaf.org database
Ageratina altissima,"White Snakeroot, Richweed",Asteraceae or Compositae,Perennial,2.0,,5,9,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,Eastern N. America.,,"The plant contains tremetol, a complex alcohol, and glycosides. These toxins cause a fatal disease known as 'staggers' in cattle. The toxin can be passed through the milk and has caused fatalities in humans who have drunk affected cow's milk[274].",,OBSERVED:PFAF,pfaf.org database
Ageratina aromatica,,Asteraceae or Compositae,Perennial,1.5,,4,8,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,1,1,0,LMH,SN,M,Eastern N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Ageratina herbacea,Fragrant Snakeroot,Asteraceae or Compositae,Perennial,2.0,,5,9,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,South-western to South Central N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Ageratina ligustrina,,Asteraceae or Compositae,Shrub,5.0,,9,11,shrub,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,0,0,LMH,N,M,Southern N. America - Mexico to Costa Rica.,,None known,,OBSERVED:PFAF,pfaf.org database
Ageratina occidentalis,Western Snakeroot,Asteraceae or Compositae,Perennial,0.7,,5,9,groundcover,mid_successional,fibrous_shallow,moisture_loving,no,support,no,no,no,no,no,no,no,0,1,0,LMH,SN,M,Western N. America.,,None known,,OBSERVED:PFAF,pfaf.org database
Ageratina rugosum,,Asteraceae or Compositae,,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,0,0,LMH,SN,M,N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Ageratum houstonianum,"Ageratum, Bluemink, Floss Flower,  Garden",Asteraceae or Compositae,Annual,0.3,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,1,0,LMH,N,DM,South-western N. America - Mexico. An occasional garden escape in Britain[17].,,None known,"Bloom Color: Blue, Pink, Purple, White. Main Bloom Time: Early summer, Early fall, Late summer, Late spring, Mid summer, Mid spring. Form: Rounded.",OBSERVED:PFAF,pfaf.org database
Agoseris aurantiaca,"Mountain Dandelion, Orange agoseris",Asteraceae or Compositae,Perennial,0.6,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,2,1,0,Lm,N,DM,Western N. America from Canada to California.,,None known,,OBSERVED:PFAF,pfaf.org database
Agoseris glauca,"Mountain Dandelion, Pale agoseris, False agoseris",Asteraceae or Compositae,Perennial,0.6,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,1,1,Lm,N,DM,"Western N. America - British Columbia to Manitoba, south to California and New Mexico.",,None known,,OBSERVED:PFAF,pfaf.org database
Agrimonia parviflora,Harvestlice,Rosaceae,Perennial,2.0,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,DM,"Eastern N. America - Connecticut and New York to Florida, west to Texas and Nebraska.",,None known,,OBSERVED:PFAF,pfaf.org database
Agrimonia striata,Roadside agrimony,Rosaceae,,,,,,groundcover,mid_successional,fibrous_shallow,mesic,no,support,no,no,no,no,no,no,no,0,2,0,LMH,SN,M,N. America,,None known,,OBSERVED:PFAF,pfaf.org database
Agrostis capillaris,Browntop Bent Grass,Poaceae,Perennial,0.4,,3,10,groundcover,early_successional,fibrous_shallow,wetland,no,support,no,yes,yes,yes,yes,yes,yes,0,0,4,LM,SN,WeM,"Native to Eurasia, from Ireland and Britain in the west, through Siberia and Central Asia, as far east as China and from Scandinavia south to the Mediterranean, including Tunisia in North Africa. Intr","Native Extant (resident): Afghanistan; Albania; Algeria; Andorra; Austria; Belarus; Belgium; Bhutan; Bosnia and Herzegovina; Bulgaria; Chad; China (Anhui, Gansu, Yunnan, Xinjiang, Tibet [or Xizang], S",None Known,,OBSERVED:PFAF,pfaf.org database
Agrostis perennans,"Upland Bent, Upland bentgrass",Poaceae or Gramineae,Perennial,0.9,,,,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,0,2,LMH,SN,DM,Eastern N. America - Quebec to Minnesota and south to Florida and Texas.,,None known,,OBSERVED:PFAF,pfaf.org database
Akebia quinata,"Akebia, Chocolate vine, Fiveleaf Akebia, Chocolate Vine",Lardizabalaceae,Climber,12.0,,4,8,vine,early_successional,fibrous_shallow,moisture_loving,no,groundcover,no,no,no,no,no,no,no,4,2,3,LMH,FSN,M,"E. Asia - China, Japan, Korea.","Asia, Australia, Britain, Canada, China, Japan, Korea, North America, Pakistan, UK, USA, Native to China [1-4].",None known,"Bloom Color: Purple, Red.
Main Bloom Time: Early spring, Late spring, Mid spring. Form: Variable height, Variable spread.",OBSERVED:PFAF,pfaf.org database
Albizia procera,"White Siris, Tall Albizia, Forest Siris",Fabaceae,Tree,25.0,,10,12,canopy,mid_successional,fibrous_shallow,wetland,yes,nitrogen_fixer,no,no,no,no,no,no,no,1,2,4,LMH,N,M,"E. Asia - Indian subcontinent, Myanmar, Thailand, Malaysia, Laos, Cambodia and Vietnam.","Found In: Africa, Asia, Australia, Bangladesh, Brazil, Burma, Cambodia, Caribbean, China, Cuba, East Africa, East Timor, Egypt, Fiji, India, Indochina, Indonesia, Jamaica, Laos, Mauritius, Myanmar, Ne","The seeds contain proceranin A, which is toxic to mice and rats when administered parenterally and orally; the interperitoneal LD50 for mice is 15 mg/kg body weight. Hydrocyanic acid has been identified as occurring in the tree[ 303 ].","White Siris (Tall Albizia). Albizia procera. 
 
Other known common names are Forest Siris, Brown Albizia. And Silver Bark Rain Tree.
 
Albizia procera or White Siris is widely harvested from the wild for its timber and is used in fuel wood plantations or as an ornamental tree. It is fast-growing",OBSERVED:PFAF,pfaf.org database
Aletris farinosa,"Unicorn Root - Colic Root, White colicroot",Liliaceae,Perennial,0.6,,6,9,groundcover,mid_successional,fibrous_shallow,drought_tolerant,no,support,no,no,no,no,no,no,no,1,3,0,LM,N,M,"South-eastern N. America - Southern Maine to Florida, west to Texas and Wisconsin.",,"The fresh root is mildly poisonous[21] causing abdominal discomfort (hypogastric). May lead to colic, diarrhoea and vomiting. As used to treat amenorrhoea avoid during pregnancy [301].",,OBSERVED:PFAF,pfaf.org database
Allium acuminatum,"Hooker's Onion, Tapertip onion",Alliaceae,Bulb,0.3,,5,9,root,mid_successional,bulb,drought_tolerant,no,pest_confuser,no,no,no,no,no,no,no,3,2,0,LM,N,DM,Western N. America - Washington to N. California.,,"Although no individual reports regarding this species have been seen, there have been cases of poisoning caused by the consumption, in large quantities and by some mammals, of certain members of this genus. Dogs seem to be particularly susceptible[76].",,OBSERVED:PFAF,pfaf.org database
Allium bisceptrum,"Aspen Onion,  Twincrest onion",Alliaceae,Bulb,0.3,,7,10,root,mid_successional,bulb,mesic,no,pest_confuser,no,no,no,no,no,no,no,3,2,0,LM,N,M,Western N. America - Oregon to California.,,"Although no individual reports regarding this species have been seen, there have been cases of poisoning caused by the consumption, in large quantities and by some mammals, of certain members of this genus. Dogs seem to be particularly susceptible[76].",,OBSERVED:PFAF,pfaf.org database
Allium bolanderi,Bolander's Onion,Alliaceae,Bulb,0.2,,6,9,root,mid_successional,bulb,mesic,no,pest_confuser,no,no,no,no,no,no,no,3,2,0,LM,N,M,South-western N. America - California.,,"Although no individual reports regarding this species have been seen, there have been cases of poisoning caused by the consumption, in large quantities and by some mammals, of certain members of this genus. Dogs seem to be particularly susceptible[76].",,OBSERVED:PFAF,pfaf.org database
